Order ID,Order Date,Ship Date,Ship Mode,Address,Region,Customer ID,Customer Name,Segment,Product ID,Category,Sub-Category,Product Name,Quantity,Discount,Buy Price,Price Per Each,
106320,25/Sep/2015,"2015-09-30, 12:00:00 AM",Standard Class,"Orem, Utah, United States - 84057",West,EB-13870,Emily Burns,Consumer,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,3,0,348.21,428.2983,
121755,16/Jan/2016,"2016-01-20, 12:00:00 AM",Second Class,"Los Angeles, California, United States - 90049",West,EH-13945,Eric Hoffmann,Consumer,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,2,0.2,5.824,7.9352,
121755,16/Jan/2016,"2016-01-20, 12:00:00 AM",Second Class,"Los Angeles, California, United States - 90049",West,EH-13945,Eric Hoffmann,Consumer,TEC-AC-10003027,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,3,0,30.19,34.1147,
150630,17/Sep/2015,"2015-09-21, 12:00:00 AM",Standard Class,"Philadelphia, Pennsylvania, United States - 19140",East,TB-21520,Tracy Blumstein,Consumer,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",7,0.5,440.49,202.6254,
150630,17/Sep/2015,"2015-09-21, 12:00:00 AM",Standard Class,"Philadelphia, Pennsylvania, United States - 19140",East,TB-21520,Tracy Blumstein,Consumer,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,2,0.7,4.809,1.2824,
150630,17/Sep/2015,"2015-09-21, 12:00:00 AM",Standard Class,"Philadelphia, Pennsylvania, United States - 19140",East,TB-21520,Tracy Blumstein,Consumer,FUR-FU-10004849,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",3,0.2,41.4,46.575,
150630,17/Sep/2015,"2015-09-21, 12:00:00 AM",Standard Class,"Philadelphia, Pennsylvania, United States - 19140",East,TB-21520,Tracy Blumstein,Consumer,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,2,0.2,1.632,2.1828,
150630,17/Sep/2015,"2015-09-21, 12:00:00 AM",Standard Class,"Philadelphia, Pennsylvania, United States - 19140",East,TB-21520,Tracy Blumstein,Consumer,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",6,0.2,14.384,16.0022,
150630,17/Sep/2015,"2015-09-21, 12:00:00 AM",Standard Class,"Philadelphia, Pennsylvania, United States - 19140",East,TB-21520,Tracy Blumstein,Consumer,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",6,0.7,1.143,0.1905,
150630,17/Sep/2015,"2015-09-21, 12:00:00 AM",Standard Class,"Philadelphia, Pennsylvania, United States - 19140",East,TB-21520,Tracy Blumstein,Consumer,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,2,0.2,7.88,9.653,
107727,19/Oct/2017,"2017-10-23, 12:00:00 AM",Second Class,"Houston, Texas, United States - 77095",Central,MA-17560,Matt Abelman,Home Office,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,3,0.2,9.824,13.1396,
117590,08/Dec/2016,"2016-12-10, 12:00:00 AM",First Class,"Richardson, Texas, United States - 75080",Central,GH-14485,Gene Hale,Corporate,TEC-PH-10004977,Technology,Phones,GE 30524EE4,7,0.2,156.792,174.4311,
117590,08/Dec/2016,"2016-12-10, 12:00:00 AM",First Class,"Richardson, Texas, United States - 75080",Central,GH-14485,Gene Hale,Corporate,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",5,0.6,38.184,8.5914,
117415,27/Dec/2015,"2015-12-31, 12:00:00 AM",Standard Class,"Houston, Texas, United States - 77041",Central,SN-20710,Steve Nguyen,Home Office,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",9,0.2,12.592,16.527,
117415,27/Dec/2015,"2015-12-31, 12:00:00 AM",Standard Class,"Houston, Texas, United States - 77041",Central,SN-20710,Steve Nguyen,Home Office,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",3,0.32,177.4664,161.8076,
117415,27/Dec/2015,"2015-12-31, 12:00:00 AM",Standard Class,"Houston, Texas, United States - 77041",Central,SN-20710,Steve Nguyen,Home Office,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",3,0.3,70.686,65.637,
117415,27/Dec/2015,"2015-12-31, 12:00:00 AM",Standard Class,"Houston, Texas, United States - 77041",Central,SN-20710,Steve Nguyen,Home Office,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,4,0.2,92.792,103.2311,
120999,10/Sep/2017,"2017-09-15, 12:00:00 AM",Standard Class,"Naperville, Illinois, United States - 60540",Central,LC-16930,Linda Cazamias,Corporate,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,4,0.2,36.792,40.9311,
101343,17/Jul/2016,"2016-07-22, 12:00:00 AM",Standard Class,"Los Angeles, California, United States - 90049",West,RA-19885,Ruben Ausman,Corporate,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",2,0,38.94,40.887,
139619,19/Sep/2017,"2017-09-23, 12:00:00 AM",Standard Class,"Melbourne, Florida, United States - 32935",South,ES-14080,Erin Smith,Corporate,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",2,0.2,47.808,52.5888,
118255,11/Mar/2016,"2016-03-13, 12:00:00 AM",First Class,"Eagan, Minnesota, United States - 55122",Central,ON-18715,Odella Nelson,Corporate,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",2,0,22.99,32.8757,
118255,11/Mar/2016,"2016-03-13, 12:00:00 AM",First Class,"Eagan, Minnesota, United States - 55122",Central,ON-18715,Odella Nelson,Corporate,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,2,0,8.73,12.8331,
146703,20/Oct/2014,"2014-10-25, 12:00:00 AM",Second Class,"Westland, Michigan, United States - 48185",Central,PO-18865,Patrick O'Donnell,Consumer,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",4,0,52.99,55.1096,
169194,20/Jun/2016,"2016-06-25, 12:00:00 AM",Standard Class,"Dover, Delaware, United States - 19901",East,LH-16900,Lena Hernandez,Consumer,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,3,0,15,16.65,
169194,20/Jun/2016,"2016-06-25, 12:00:00 AM",Standard Class,"Dover, Delaware, United States - 19901",East,LH-16900,Lena Hernandez,Consumer,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",2,0,10.9,13.952,
115742,18/Apr/2015,"2015-04-22, 12:00:00 AM",Standard Class,"New Albany, Indiana, United States - 47150",Central,DP-13000,Darren Powers,Consumer,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",6,0,6.37,9.3639,
115742,18/Apr/2015,"2015-04-22, 12:00:00 AM",Standard Class,"New Albany, Indiana, United States - 47150",Central,DP-13000,Darren Powers,Consumer,OFF-LA-10002762,Office Supplies,Labels,Avery 485,6,0,12.53,18.4191,
115742,18/Apr/2015,"2015-04-22, 12:00:00 AM",Standard Class,"New Albany, Indiana, United States - 47150",Central,DP-13000,Darren Powers,Consumer,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,2,0,3.08,4.5584,
115742,18/Apr/2015,"2015-04-22, 12:00:00 AM",Standard Class,"New Albany, Indiana, United States - 47150",Central,DP-13000,Darren Powers,Consumer,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",1,0,89.99,107.0881,
105816,11/Dec/2016,"2016-12-17, 12:00:00 AM",Standard Class,"New York City, New York, United States - 10024",East,JM-15265,Janet Molinari,Corporate,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,7,0,2.18,3.0738,
105816,11/Dec/2016,"2016-12-17, 12:00:00 AM",Standard Class,"New York City, New York, United States - 10024",East,JM-15265,Janet Molinari,Corporate,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,5,0,205.99,265.7271,
111682,17/Jun/2016,"2016-06-18, 12:00:00 AM",First Class,"Troy, New York, United States - 12180",East,TB-21055,Ted Butterfield,Consumer,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,6,0,34.76,43.45,
111682,17/Jun/2016,"2016-06-18, 12:00:00 AM",First Class,"Troy, New York, United States - 12180",East,TB-21055,Ted Butterfield,Consumer,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,5,0,6.48,9.5904,
111682,17/Jun/2016,"2016-06-18, 12:00:00 AM",First Class,"Troy, New York, United States - 12180",East,TB-21055,Ted Butterfield,Consumer,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,5,0.1,63.882,65.3016,
111682,17/Jun/2016,"2016-06-18, 12:00:00 AM",First Class,"Troy, New York, United States - 12180",East,TB-21055,Ted Butterfield,Consumer,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",2,0,7.28,10.7744,
111682,17/Jun/2016,"2016-06-18, 12:00:00 AM",First Class,"Troy, New York, United States - 12180",East,TB-21055,Ted Butterfield,Consumer,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,2,0,15,16.65,
111682,17/Jun/2016,"2016-06-18, 12:00:00 AM",First Class,"Troy, New York, United States - 12180",East,TB-21055,Ted Butterfield,Consumer,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,4,0.2,12.12,16.2105,
111682,17/Jun/2016,"2016-06-18, 12:00:00 AM",First Class,"Troy, New York, United States - 12180",East,TB-21055,Ted Butterfield,Consumer,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,1,0,1.68,2.52,
135545,24/Nov/2015,"2015-11-30, 12:00:00 AM",Standard Class,"Los Angeles, California, United States - 90004",West,KM-16720,Kunst Miller,Consumer,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",2,0,6.99,10.0656,
135545,24/Nov/2015,"2015-11-30, 12:00:00 AM",Standard Class,"Los Angeles, California, United States - 90004",West,KM-16720,Kunst Miller,Consumer,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",6,0.2,4.304,5.8642,
135545,24/Nov/2015,"2015-11-30, 12:00:00 AM",Standard Class,"Los Angeles, California, United States - 90004",West,KM-16720,Kunst Miller,Consumer,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,3,0,48.91,71.8977,
135545,24/Nov/2015,"2015-11-30, 12:00:00 AM",Standard Class,"Los Angeles, California, United States - 90004",West,KM-16720,Kunst Miller,Consumer,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,4,0,19.94,25.5232,
164175,30/Apr/2015,"2015-05-05, 12:00:00 AM",Standard Class,"Chicago, Illinois, United States - 60610",Central,PS-18970,Paul Stevenson,Home Office,FUR-CH-10001147,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",5,0.3,42.623,39.5785,
106376,05/Dec/2014,"2014-12-10, 12:00:00 AM",Standard Class,"Gilbert, Arizona, United States - 85234",West,BS-11590,Brendan Sweed,Corporate,OFF-AR-10002671,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",8,0.2,139.128,153.0408,
106376,05/Dec/2014,"2014-12-10, 12:00:00 AM",Standard Class,"Gilbert, Arizona, United States - 85234",West,BS-11590,Brendan Sweed,Corporate,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,4,0.2,41.992,57.739,
119823,04/Jun/2016,"2016-06-06, 12:00:00 AM",First Class,"Springfield, Virginia, United States - 22153",South,KD-16270,Karen Daniels,Consumer,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",2,0,37.94,55.7718,
106075,18/Sep/2016,"2016-09-23, 12:00:00 AM",Standard Class,"New York City, New York, United States - 10009",East,HM-14980,Henry MacAllister,Consumer,OFF-BI-10004655,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,1,0.2,4.616,6.347,
114440,14/Sep/2017,"2017-09-17, 12:00:00 AM",Second Class,"Jackson, Michigan, United States - 49201",Central,TB-21520,Tracy Blumstein,Consumer,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",3,0,6.35,9.271,
134026,26/Apr/2015,"2015-05-02, 12:00:00 AM",Standard Class,"Memphis, Tennessee, United States - 38109",South,JE-15745,Joel Eaton,Consumer,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,8,0.2,103.992,89.6931,
134026,26/Apr/2015,"2015-05-02, 12:00:00 AM",Standard Class,"Memphis, Tennessee, United States - 38109",South,JE-15745,Joel Eaton,Consumer,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",2,0.2,48.52,49.1265,
134026,26/Apr/2015,"2015-05-02, 12:00:00 AM",Standard Class,"Memphis, Tennessee, United States - 38109",South,JE-15745,Joel Eaton,Consumer,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,1,0.2,72.784,54.588,
118038,09/Dec/2017,"2017-12-11, 12:00:00 AM",First Class,"Houston, Texas, United States - 77041",Central,KB-16600,Ken Brennan,Corporate,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,3,0.8,0.416,0.2288,
118038,09/Dec/2017,"2017-12-11, 12:00:00 AM",First Class,"Houston, Texas, United States - 77041",Central,KB-16600,Ken Brennan,Corporate,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",3,0.6,3.236,1.2944,
118038,09/Dec/2017,"2017-12-11, 12:00:00 AM",First Class,"Houston, Texas, United States - 77041",Central,KB-16600,Ken Brennan,Corporate,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",3,0.2,9.08,9.988,
147606,26/Nov/2014,"2014-12-01, 12:00:00 AM",Second Class,"Houston, Texas, United States - 77070",Central,JE-15745,Joel Eaton,Consumer,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",5,0.6,3.86,0.965,
127208,12/Jun/2016,"2016-06-15, 12:00:00 AM",First Class,"Decatur, Alabama, United States - 35601",South,SC-20770,Stewart Carmichael,Corporate,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",1,0,208.16,264.3632,
127208,12/Jun/2016,"2016-06-15, 12:00:00 AM",First Class,"Decatur, Alabama, United States - 35601",South,SC-20770,Stewart Carmichael,Corporate,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,3,0,5.58,8.2584,
139451,12/Oct/2014,"2014-10-16, 12:00:00 AM",Standard Class,"San Francisco, California, United States - 94122",West,DN-13690,Duane Noonan,Consumer,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",5,0,2.98,3.8144,
139451,12/Oct/2014,"2014-10-16, 12:00:00 AM",Standard Class,"San Francisco, California, United States - 94122",West,DN-13690,Duane Noonan,Consumer,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",1,0,21.39,27.5931,
149734,03/Sep/2015,"2015-09-08, 12:00:00 AM",Standard Class,"Durham, North Carolina, United States - 27707",South,JC-16105,Julie Creighton,Corporate,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,7,0.2,28.712,37.6845,
119662,13/Nov/2017,"2017-11-16, 12:00:00 AM",First Class,"Chicago, Illinois, United States - 60623",Central,CS-12400,Christopher Schild,Home Office,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,3,0.2,76.792,60.4737,
140088,28/May/2017,"2017-05-30, 12:00:00 AM",Second Class,"Columbia, South Carolina, United States - 29203",South,PO-18865,Patrick O'Donnell,Consumer,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,2,0,150.98,167.5878,
155558,26/Oct/2017,"2017-11-02, 12:00:00 AM",Standard Class,"Rochester, Minnesota, United States - 55901",Central,PG-18895,Paul Gonzalez,Consumer,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,1,0,19.99,26.7866,
155558,26/Oct/2017,"2017-11-02, 12:00:00 AM",Standard Class,"Rochester, Minnesota, United States - 55901",Central,PG-18895,Paul Gonzalez,Consumer,OFF-LA-10000134,Office Supplies,Labels,Avery 511,2,0,3.08,4.5584,
159695,05/Apr/2016,"2016-04-10, 12:00:00 AM",Second Class,"Houston, Texas, United States - 77095",Central,GM-14455,Gary Mitchum,Home Office,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,7,0.2,22.624,24.6036,
109806,17/Sep/2016,"2016-09-22, 12:00:00 AM",Standard Class,"Los Angeles, California, United States - 90036",West,JS-15685,Jim Sink,Corporate,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,3,0,6.7,8.911,
109806,17/Sep/2016,"2016-09-22, 12:00:00 AM",Standard Class,"Los Angeles, California, United States - 90036",West,JS-15685,Jim Sink,Corporate,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,2,0.2,36.792,40.9311,
109806,17/Sep/2016,"2016-09-22, 12:00:00 AM",Standard Class,"Los Angeles, California, United States - 90036",West,JS-15685,Jim Sink,Corporate,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,1,0,6.48,9.5904,
149587,31/Jan/2015,"2015-02-05, 12:00:00 AM",Second Class,"Minneapolis, Minnesota, United States - 55407",Central,KB-16315,Karl Braun,Consumer,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,2,0,6.48,9.5904,
149587,31/Jan/2015,"2015-02-05, 12:00:00 AM",Second Class,"Minneapolis, Minnesota, United States - 55407",Central,KB-16315,Karl Braun,Consumer,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",3,0,17.78,23.2918,
149587,31/Jan/2015,"2015-02-05, 12:00:00 AM",Second Class,"Minneapolis, Minnesota, United States - 55407",Central,KB-16315,Karl Braun,Consumer,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,2,0,16.48,24.5552,
109484,06/Nov/2017,"2017-11-12, 12:00:00 AM",Standard Class,"Portland, Oregon, United States - 97206",West,RB-19705,Roger Barcio,Home Office,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,1,0.7,5.682,1.894,
161018,09/Nov/2017,"2017-11-11, 12:00:00 AM",Second Class,"New York City, New York, United States - 10009",East,PN-18775,Parhena Norris,Home Office,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,7,0,13.79,19.5818,
157833,17/Jun/2017,"2017-06-20, 12:00:00 AM",First Class,"San Francisco, California, United States - 94122",West,KD-16345,Katherine Ducich,Consumer,OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,3,0.2,17.104,23.0904,
149223,06/Sep/2016,"2016-09-11, 12:00:00 AM",Standard Class,"Saint Paul, Minnesota, United States - 55106",Central,ER-13855,Elpida Rittenbach,Corporate,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,6,0,12.98,16.7442,
158568,29/Aug/2016,"2016-09-02, 12:00:00 AM",Standard Class,"Chicago, Illinois, United States - 60610",Central,RB-19465,Rick Bensley,Home Office,OFF-PA-10003256,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,7,0.2,9.232,12.4632,
158568,29/Aug/2016,"2016-09-02, 12:00:00 AM",Standard Class,"Chicago, Illinois, United States - 60610",Central,RB-19465,Rick Bensley,Home Office,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,3,0.2,31.992,28.3929,
158568,29/Aug/2016,"2016-09-02, 12:00:00 AM",Standard Class,"Chicago, Illinois, United States - 60610",Central,RB-19465,Rick Bensley,Home Office,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,3,0.8,0.596,0.4172,
